checkpoint_path,checkpoint_epoch,pretrain_loss,prediction_loss,sigreg_loss,knn_k,knn_accuracy,knn_correct,knn_total,bank_samples,query_samples,feature_dim,bank_std_mean,bank_std_min,bank_norm_mean,query_std_mean,query_std_min,query_norm_mean
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,100,0.019724906946735822,0.0040087049730635925,3.143274066091954,20,0.3795,759,2000,10000,2000,192,0.8837903141975403,0.6903887987136841,13.265276908874512,0.8842873573303223,0.6991025805473328,13.265536308288574
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,100,0.019724906946735822,0.0040087049730635925,3.143274066091954,50,0.3875,775,2000,10000,2000,192,0.8837903141975403,0.6903887987136841,13.265276908874512,0.8842873573303223,0.6991025805473328,13.265536308288574
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,100,0.019724906946735822,0.0040087049730635925,3.143274066091954,100,0.3985,797,2000,10000,2000,192,0.8837903141975403,0.6903887987136841,13.265276908874512,0.8842873573303223,0.6991025805473328,13.265536308288574
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_loss_best.pt,97,0.019614428217554915,0.004005564026127772,3.1219019396551726,20,0.3765,753,2000,10000,2000,192,0.8838191032409668,0.6906014680862427,13.265294075012207,0.8843010067939758,0.6993736624717712,13.265554428100586
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_loss_best.pt,97,0.019614428217554915,0.004005564026127772,3.1219019396551726,50,0.386,772,2000,10000,2000,192,0.8838191032409668,0.6906014680862427,13.265294075012207,0.8843010067939758,0.6993736624717712,13.265554428100586
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_loss_best.pt,97,0.019614428217554915,0.004005564026127772,3.1219019396551726,100,0.3985,797,2000,10000,2000,192,0.8838191032409668,0.6906014680862427,13.265294075012207,0.8843010067939758,0.6993736624717712,13.265554428100586
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_010.pt,10,0.061556672655988014,0.0034943494688847968,11.612697557471265,20,0.3345,669,2000,10000,2000,192,0.839594841003418,0.5904628038406372,13.769052505493164,0.8381373882293701,0.5838491916656494,13.76931381225586
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_010.pt,10,0.061556672655988014,0.0034943494688847968,11.612697557471265,50,0.3445,689,2000,10000,2000,192,0.839594841003418,0.5904628038406372,13.769052505493164,0.8381373882293701,0.5838491916656494,13.76931381225586
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_010.pt,10,0.061556672655988014,0.0034943494688847968,11.612697557471265,100,0.347,694,2000,10000,2000,192,0.839594841003418,0.5904628038406372,13.769052505493164,0.8381373882293701,0.5838491916656494,13.76931381225586
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_020.pt,20,0.04286211455005339,0.0038139962419953153,7.809581537356322,20,0.327,654,2000,10000,2000,192,0.9063757061958313,0.6049824953079224,13.653277397155762,0.9059603214263916,0.6160517930984497,13.653420448303223
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_020.pt,20,0.04286211455005339,0.0038139962419953153,7.809581537356322,50,0.3385,677,2000,10000,2000,192,0.9063757061958313,0.6049824953079224,13.653277397155762,0.9059603214263916,0.6160517930984497,13.653420448303223
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_020.pt,20,0.04286211455005339,0.0038139962419953153,7.809581537356322,100,0.344,688,2000,10000,2000,192,0.9063757061958313,0.6049824953079224,13.653277397155762,0.9059603214263916,0.6160517930984497,13.653420448303223
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_030.pt,30,0.033019644347415576,0.004020403366771409,5.799838362068965,20,0.3435,687,2000,10000,2000,192,0.8968868255615234,0.6466927528381348,13.546646118164062,0.8971819877624512,0.6566787362098694,13.5469388961792
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_030.pt,30,0.033019644347415576,0.004020403366771409,5.799838362068965,50,0.3565,713,2000,10000,2000,192,0.8968868255615234,0.6466927528381348,13.546646118164062,0.8971819877624512,0.6566787362098694,13.5469388961792
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_030.pt,30,0.033019644347415576,0.004020403366771409,5.799838362068965,100,0.3565,713,2000,10000,2000,192,0.8968868255615234,0.6466927528381348,13.546646118164062,0.8971819877624512,0.6566787362098694,13.5469388961792
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_040.pt,40,0.027837064416929222,0.004098948626511398,4.747575431034483,20,0.3435,687,2000,10000,2000,192,0.9046385884284973,0.6620481014251709,13.452890396118164,0.9042297005653381,0.6562309861183167,13.453083038330078
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_040.pt,40,0.027837064416929222,0.004098948626511398,4.747575431034483,50,0.359,718,2000,10000,2000,192,0.9046385884284973,0.6620481014251709,13.452890396118164,0.9042297005653381,0.6562309861183167,13.453083038330078
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_040.pt,40,0.027837064416929222,0.004098948626511398,4.747575431034483,100,0.366,732,2000,10000,2000,192,0.9046385884284973,0.6620481014251709,13.452890396118164,0.9042297005653381,0.6562309861183167,13.453083038330078
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_050.pt,50,0.024977725769939094,0.0041331676070460645,4.168934087643678,20,0.355,710,2000,10000,2000,192,0.8913778066635132,0.6638014912605286,13.381403923034668,0.8910273313522339,0.6622172594070435,13.381426811218262
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_050.pt,50,0.024977725769939094,0.0041331676070460645,4.168934087643678,50,0.3705,741,2000,10000,2000,192,0.8913778066635132,0.6638014912605286,13.381403923034668,0.8910273313522339,0.6622172594070435,13.381426811218262
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_050.pt,50,0.024977725769939094,0.0041331676070460645,4.168934087643678,100,0.372,744,2000,10000,2000,192,0.8913778066635132,0.6638014912605286,13.381403923034668,0.8910273313522339,0.6622172594070435,13.381426811218262
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_060.pt,60,0.022995947999344474,0.004111705856376338,3.7767376077586206,20,0.356,712,2000,10000,2000,192,0.8900893330574036,0.6721723079681396,13.329414367675781,0.8909619450569153,0.6787451505661011,13.329507827758789
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_060.pt,60,0.022995947999344474,0.004111705856376338,3.7767376077586206,50,0.3745,749,2000,10000,2000,192,0.8900893330574036,0.6721723079681396,13.329414367675781,0.8909619450569153,0.6787451505661011,13.329507827758789
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_060.pt,60,0.022995947999344474,0.004111705856376338,3.7767376077586206,100,0.374,748,2000,10000,2000,192,0.8900893330574036,0.6721723079681396,13.329414367675781,0.8909619450569153,0.6787451505661011,13.329507827758789
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_070.pt,70,0.02140972979538057,0.00407065918412188,3.4678071120689653,20,0.379,758,2000,10000,2000,192,0.8844796419143677,0.679507315158844,13.295138359069824,0.8848485350608826,0.6913561224937439,13.295354843139648
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_070.pt,70,0.02140972979538057,0.00407065918412188,3.4678071120689653,50,0.383,766,2000,10000,2000,192,0.8844796419143677,0.679507315158844,13.295138359069824,0.8848485350608826,0.6913561224937439,13.295354843139648
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_070.pt,70,0.02140972979538057,0.00407065918412188,3.4678071120689653,100,0.3895,779,2000,10000,2000,192,0.8844796419143677,0.679507315158844,13.295138359069824,0.8848485350608826,0.6913561224937439,13.295354843139648
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,80,0.02040020813202036,0.0040319121373153625,3.2734375,20,0.377,754,2000,10000,2000,192,0.8795607686042786,0.6816585063934326,13.274995803833008,0.8800593614578247,0.6821713447570801,13.27537727355957
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,80,0.02040020813202036,0.0040319121373153625,3.2734375,50,0.3905,781,2000,10000,2000,192,0.8795607686042786,0.6816585063934326,13.274995803833008,0.8800593614578247,0.6821713447570801,13.27537727355957
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,80,0.02040020813202036,0.0040319121373153625,3.2734375,100,0.4,800,2000,10000,2000,192,0.8795607686042786,0.6816585063934326,13.274995803833008,0.8800593614578247,0.6821713447570801,13.27537727355957
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_090.pt,90,0.01975730866536327,0.003996908884152941,3.1520070043103448,20,0.3805,761,2000,10000,2000,192,0.8838035464286804,0.6899300813674927,13.266670227050781,0.8842375874519348,0.6979478597640991,13.2669677734375
