experiment,kind,checkpoint_status,action,checkpoint,log_file,line
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/eval_vit_lejepa_true_48276211.out,29
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/feature_spaces_vit_lejepa_48276135.out,4
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/feature_spaces_vit_lejepa_48276135.out,7
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,representation,BEST,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/repr_vit_lejepa_48276113.out,28
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,139
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_loss_best.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,141
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_010.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,143
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,145
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_030.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,147
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,149
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_050.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,151
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,153
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_070.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,155
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,157
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_090.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,159
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,161
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,164
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_backbone_best.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/train_vit_lejepa_48265146.out,167
experiment-c10-vit-sup,lsas_eval,BEST,OK,experiments/experiment-c10-vit-sup/checkpoints/vit_supervised_best.pt,experiments/experiment-c10-vit-sup/logs/eval_vit_supervised_predicted_48079491.out,31
experiment-c10-vit-sup,lsas_eval,BEST,OK,experiments/experiment-c10-vit-sup/checkpoints/vit_supervised_best.pt,experiments/experiment-c10-vit-sup/logs/eval_vit_supervised_predicted_48097914.out,31
experiment-c10-vit-sup,lsas_eval,BEST,OK,experiments/experiment-c10-vit-sup/checkpoints/vit_supervised_best.pt,experiments/experiment-c10-vit-sup/logs/eval_vit_supervised_true_48079514.out,31
experiment-c10-vit-sup,lsas_eval,BEST,OK,experiments/experiment-c10-vit-sup/checkpoints/vit_supervised_best.pt,experiments/experiment-c10-vit-sup/logs/eval_vit_supervised_true_48097923.out,31
experiment-c10-vit-sup,representation,BEST,OK,experiments/experiment-c10-vit-sup/checkpoints/vit_supervised_best.pt,experiments/experiment-c10-vit-sup/logs/repr_supervised_48079486.out,28
experiment-c10-vit-sup,representation,BEST,OK,experiments/experiment-c10-vit-sup/checkpoints/vit_supervised_best.pt,experiments/experiment-c10-vit-sup/logs/repr_vit_supervised_48079780.out,28
experiment-imagenet100-r18-lejepa,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_last.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,242
experiment-imagenet100-r18-lejepa,train,BEST,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_loss_best.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,244
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_020.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,246
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_040.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,248
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_060.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,250
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_080.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,252
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_100.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,254
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_120.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,256
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_140.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,258
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_160.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,260
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_180.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,262
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_200.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,264
experiment-imagenet100-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_epoch_140.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,267
experiment-imagenet100-r18-lejepa,train,BEST,OK,experiments/experiment-imagenet100-r18-lejepa/checkpoints/imagenet100_resnet18_lejepa_backbone_best.pt,experiments/experiment-imagenet100-r18-lejepa/logs/train_lejepa_48641466.out,270
experiment-imagenet100-vit-lejepa,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_last.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,139
experiment-imagenet100-vit-lejepa,train,BEST,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_loss_best.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,141
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_010.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,143
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_020.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,145
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_030.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,147
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_040.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,149
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_050.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,151
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_060.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,153
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_070.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,155
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_080.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,157
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_090.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,159
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_100.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,161
experiment-imagenet100-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_epoch_090.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,164
experiment-imagenet100-vit-lejepa,train,BEST,OK,experiments/experiment-imagenet100-vit-lejepa/checkpoints/imagenet100_vit_lejepa_backbone_best.pt,experiments/experiment-imagenet100-vit-lejepa/logs/train_vit_lejepa_48641469.out,167
experiment-imagenets50-r18-lejepa,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_last.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,242
experiment-imagenets50-r18-lejepa,train,BEST,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_loss_best.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,244
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_020.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,246
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_040.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,248
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_060.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,250
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_080.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,252
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_100.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,254
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_120.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,256
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_140.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,258
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_160.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,260
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_180.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,262
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_200.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,264
experiment-imagenets50-r18-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_epoch_160.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,267
experiment-imagenets50-r18-lejepa,train,BEST,OK,experiments/experiment-imagenets50-r18-lejepa/checkpoints/imagenets50_resnet18_lejepa_backbone_best.pt,experiments/experiment-imagenets50-r18-lejepa/logs/train_lejepa_48641474.out,270
experiment-imagenets50-vit-lejepa,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_last.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,139
experiment-imagenets50-vit-lejepa,train,BEST,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_loss_best.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,141
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_010.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,143
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_020.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,145
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_030.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,147
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_040.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,149
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_050.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,151
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_060.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,153
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_070.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,155
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_080.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,157
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_090.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,159
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_100.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,161
experiment-imagenets50-vit-lejepa,train,EPOCH,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_epoch_080.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,164
experiment-imagenets50-vit-lejepa,train,BEST,OK,experiments/experiment-imagenets50-vit-lejepa/checkpoints/imagenets50_vit_lejepa_backbone_best.pt,experiments/experiment-imagenets50-vit-lejepa/logs/train_vit_lejepa_48641476.out,167
