experiment,kind,checkpoint_status,action,checkpoint,log_file,line
experiment-c10-vit-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-light-v3/checkpoints/vit_lejepa_backbone_epoch_380.pt,experiments/experiment-c10-vit-lejepa-light-v3/logs/train_vit_lejepa_48198516.out,479
experiment-c10-vit-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-light-v3/checkpoints/vit_lejepa_backbone_epoch_400.pt,experiments/experiment-c10-vit-lejepa-light-v3/logs/train_vit_lejepa_48198516.out,481
experiment-c10-vit-lejepa-light-v3,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-light-v3/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-light-v3/logs/train_vit_lejepa_48198516.out,484
experiment-c10-vit-lejepa-light-v3,train,BEST,OK,experiments/experiment-c10-vit-lejepa-light-v3/checkpoints/vit_lejepa_backbone_best.pt,experiments/experiment-c10-vit-lejepa-light-v3/logs/train_vit_lejepa_48198516.out,487
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/eval_vit_lejepa_predicted_48217021.out,29
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/eval_vit_lejepa_true_48217024.out,29
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/feature_spaces_vit_lejepa_48217016.out,4
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/feature_spaces_vit_lejepa_48217016.out,7
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/feature_spaces_vit_lejepa_48217052.out,4
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/feature_spaces_vit_lejepa_48217052.out,7
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,representation,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/repr_vit_lejepa_48217014.out,28
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,139
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_loss_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,141
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_010.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,143
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,145
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_030.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,147
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,149
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_050.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,151
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,153
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_070.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,155
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,157
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_090.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,159
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,161
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,164
experiment-c10-vit-lejepa-v4-short-lr1e4-sig005,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/checkpoints/vit_lejepa_backbone_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr1e4-sig005/logs/train_vit_lejepa_48213996.out,167
experiment-c10-vit-lejepa-v4-short-lr2e4,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/eval_vit_lejepa_predicted_48216986.out,29
experiment-c10-vit-lejepa-v4-short-lr2e4,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/eval_vit_lejepa_true_48217003.out,29
experiment-c10-vit-lejepa-v4-short-lr2e4,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/feature_spaces_vit_lejepa_48216974.out,4
experiment-c10-vit-lejepa-v4-short-lr2e4,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/feature_spaces_vit_lejepa_48216974.out,7
experiment-c10-vit-lejepa-v4-short-lr2e4,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/feature_spaces_vit_lejepa_48217044.out,4
experiment-c10-vit-lejepa-v4-short-lr2e4,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/feature_spaces_vit_lejepa_48217044.out,7
experiment-c10-vit-lejepa-v4-short-lr2e4,representation,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/repr_vit_lejepa_48216959.out,28
experiment-c10-vit-lejepa-v4-short-lr2e4,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,139
experiment-c10-vit-lejepa-v4-short-lr2e4,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_loss_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,141
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_010.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,143
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,145
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_030.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,147
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,149
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_050.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,151
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,153
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_070.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,155
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,157
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_090.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,159
experiment-c10-vit-lejepa-v4-short-lr2e4,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,161
experiment-c10-vit-lejepa-v4-short-lr2e4,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,164
experiment-c10-vit-lejepa-v4-short-lr2e4,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/checkpoints/vit_lejepa_backbone_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4/logs/train_vit_lejepa_48213947.out,167
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/eval_vit_lejepa_predicted_48217010.out,29
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/eval_vit_lejepa_true_48217013.out,29
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/feature_spaces_vit_lejepa_48217009.out,4
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/feature_spaces_vit_lejepa_48217009.out,7
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/feature_spaces_vit_lejepa_48217046.out,4
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/feature_spaces_vit_lejepa_48217046.out,7
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,representation,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/repr_vit_lejepa_48217008.out,28
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,139
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_loss_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,141
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_010.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,143
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,145
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_030.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,147
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,149
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_050.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,151
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,153
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_070.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,155
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,157
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_090.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,159
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,161
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,164
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/checkpoints/vit_lejepa_backbone_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005/logs/train_vit_lejepa_48213994.out,167
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/eval_vit_lejepa_predicted_48217063.out,29
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/eval_vit_lejepa_true_48217065.out,29
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/feature_spaces_vit_lejepa_48217060.out,4
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,feature_spaces,LAST,RERUN_FEATURE_SPACES_WITH_BEST,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/feature_spaces_vit_lejepa_48217060.out,7
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,representation,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/repr_vit_lejepa_48217058.out,28
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,LAST,CHECK_AND_PROBABLY_RERUN,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_last.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,139
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_loss_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,141
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_010.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,143
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,145
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_030.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,147
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_040.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,149
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_050.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,151
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_060.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,153
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_070.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,155
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_080.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,157
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_090.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,159
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_100.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,161
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,EPOCH,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_020.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,164
experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512,train,BEST,OK,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_best.pt,experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/logs/train_vit_lejepa_48214000.out,167
experiment-c10-vit-lejepa-v5-short-lr15e4-sig005,lsas_eval,BEST,OK,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/checkpoints/vit_lejepa_probe_best.pt,experiments/experiment-c10-vit-lejepa-v5-short-lr15e4-sig005/logs/eval_vit_lejepa_predicted_48276191.out,29
