checkpoint_path,checkpoint_epoch,pretrain_loss,prediction_loss,sigreg_loss,knn_k,knn_accuracy,knn_correct,knn_total,bank_samples,query_samples,feature_dim,bank_std_mean,bank_std_min,bank_norm_mean,query_std_mean,query_std_min,query_norm_mean
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_last.pt,400,0.002737607059202024,0.0005225431350325899,1.10751953125,20,0.6295,1259,2000,10000,2000,512,0.30415788292884827,0.1687362939119339,8.306503295898438,0.301998496055603,0.16886869072914124,8.27554702758789
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_last.pt,400,0.002737607059202024,0.0005225431350325899,1.10751953125,50,0.6365,1273,2000,10000,2000,512,0.30415788292884827,0.1687362939119339,8.306503295898438,0.301998496055603,0.16886869072914124,8.27554702758789
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_last.pt,400,0.002737607059202024,0.0005225431350325899,1.10751953125,100,0.6445,1289,2000,10000,2000,512,0.30415788292884827,0.1687362939119339,8.306503295898438,0.301998496055603,0.16886869072914124,8.27554702758789
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_loss_best.pt,380,0.0027272221632301807,0.0005143162744518902,1.1064285714285715,20,0.6295,1259,2000,10000,2000,512,0.30334609746932983,0.16918805241584778,8.275132179260254,0.3012404441833496,0.16704964637756348,8.243467330932617
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_loss_best.pt,380,0.0027272221632301807,0.0005143162744518902,1.1064285714285715,50,0.6345,1269,2000,10000,2000,512,0.30334609746932983,0.16918805241584778,8.275132179260254,0.3012404441833496,0.16704964637756348,8.243467330932617
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_loss_best.pt,380,0.0027272221632301807,0.0005143162744518902,1.1064285714285715,100,0.6395,1279,2000,10000,2000,512,0.30334609746932983,0.16918805241584778,8.275132179260254,0.3012404441833496,0.16704964637756348,8.243467330932617
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_epoch_020.pt,20,0.007301015255174467,0.001521509130751448,2.8897767857142855,20,0.465,930,2000,10000,2000,512,0.5885995626449585,0.33174651861190796,22.817556381225586,0.5897918939590454,0.3349955081939697,22.824172973632812
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_epoch_020.pt,20,0.007301015255174467,0.001521509130751448,2.8897767857142855,50,0.481,962,2000,10000,2000,512,0.5885995626449585,0.33174651861190796,22.817556381225586,0.5897918939590454,0.3349955081939697,22.824172973632812
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_epoch_020.pt,20,0.007301015255174467,0.001521509130751448,2.8897767857142855,100,0.4775,955,2000,10000,2000,512,0.5885995626449585,0.33174651861190796,22.817556381225586,0.5897918939590454,0.3349955081939697,22.824172973632812
experiments/experiment-c10-r18-lejepa-v5-sigreg-002/checkpoints/resnet18_lejepa_backbone_epoch_040.pt,40,0.005759408487273114,0.0012816296524501272,2.2389620535714285,20,0.513,1026,2000,10000,2000,512,0.47838887572288513,0.24893638491630554,18.073192596435547,0.4799688458442688,0.2531110942363739,18.113643646240234
