checkpoint_path,checkpoint_epoch,pretrain_loss,prediction_loss,sigreg_loss,knn_k,knn_accuracy,knn_correct,knn_total,bank_samples,query_samples,feature_dim,bank_std_mean,bank_std_min,bank_norm_mean,query_std_mean,query_std_min,query_norm_mean
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_last.pt,100,0.021483248356601287,0.002505524070590906,3.7956402658045976,20,0.302,604,2000,10000,2000,192,0.9243320226669312,0.6984704732894897,13.268621444702148,0.9257276654243469,0.6962193250656128,13.268592834472656
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_last.pt,100,0.021483248356601287,0.002505524070590906,3.7956402658045976,50,0.3115,623,2000,10000,2000,192,0.9243320226669312,0.6984704732894897,13.268621444702148,0.9257276654243469,0.6962193250656128,13.268592834472656
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_last.pt,100,0.021483248356601287,0.002505524070590906,3.7956402658045976,100,0.314,628,2000,10000,2000,192,0.9243320226669312,0.6984704732894897,13.268621444702148,0.9257276654243469,0.6962193250656128,13.268592834472656
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_loss_best.pt,98,0.02138999252226846,0.002507153352529838,3.776647808908046,20,0.3005,601,2000,10000,2000,192,0.9243170022964478,0.6984944343566895,13.2686128616333,0.9257108569145203,0.6962007284164429,13.268588066101074
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_loss_best.pt,98,0.02138999252226846,0.002507153352529838,3.776647808908046,50,0.311,622,2000,10000,2000,192,0.9243170022964478,0.6984944343566895,13.2686128616333,0.9257108569145203,0.6962007284164429,13.268588066101074
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_loss_best.pt,98,0.02138999252226846,0.002507153352529838,3.776647808908046,100,0.3145,629,2000,10000,2000,192,0.9243170022964478,0.6984944343566895,13.2686128616333,0.9257108569145203,0.6962007284164429,13.268588066101074
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_010.pt,10,0.07113299458876424,0.0018423075530806493,13.85784841954023,20,0.298,596,2000,10000,2000,192,0.8657779693603516,0.5224180221557617,13.765637397766113,0.8637003302574158,0.5138084888458252,13.765605926513672
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_010.pt,10,0.07113299458876424,0.0018423075530806493,13.85784841954023,50,0.3055,611,2000,10000,2000,192,0.8657779693603516,0.5224180221557617,13.765637397766113,0.8637003302574158,0.5138084888458252,13.765605926513672
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_010.pt,10,0.07113299458876424,0.0018423075530806493,13.85784841954023,100,0.309,618,2000,10000,2000,192,0.8657779693603516,0.5224180221557617,13.765637397766113,0.8637003302574158,0.5138084888458252,13.765605926513672
experiments/experiment-c10-vit-lejepa-v4-short-lr2e4-sig005-proj512/checkpoints/vit_lejepa_backbone_epoch_020.pt,20,0.04663993966305393,0.002058318072137819,8.916307471264368,20,0.3135,627,2000,10000,2000,192,0.9205180406570435,0.5994104146957397,13.651591300964355,0.9200758934020996,0.613674521446228,13.651857376098633
