architecture,checkpoint,feature_source,knn_k,knn_accuracy,knn_correct,knn_total,feature_dim,bank_samples,query_samples,temperature,bank_std_mean,bank_std_min,bank_norm_mean,query_std_mean,query_std_min,query_norm_mean,elapsed_minutes
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,backbone,1,0.2383,2383,10000,192,50000,10000,0.07,0.3621285855770111,0.2855105996131897,5.860095500946045,0.3617580533027649,0.28453123569488525,5.858626365661621,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,backbone,5,0.2704,2704,10000,192,50000,10000,0.07,0.3621285855770111,0.2855105996131897,5.860095500946045,0.3617580533027649,0.28453123569488525,5.858626365661621,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,backbone,10,0.2919,2919,10000,192,50000,10000,0.07,0.3621285855770111,0.2855105996131897,5.860095500946045,0.3617580533027649,0.28453123569488525,5.858626365661621,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,backbone,20,0.3126,3126,10000,192,50000,10000,0.07,0.3621285855770111,0.2855105996131897,5.860095500946045,0.3617580533027649,0.28453123569488525,5.858626365661621,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,backbone,50,0.329,3290,10000,192,50000,10000,0.07,0.3621285855770111,0.2855105996131897,5.860095500946045,0.3617580533027649,0.28453123569488525,5.858626365661621,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,backbone,100,0.3349,3349,10000,192,50000,10000,0.07,0.3621285855770111,0.2855105996131897,5.860095500946045,0.3617580533027649,0.28453123569488525,5.858626365661621,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,projector,1,0.2402,2402,10000,256,50000,10000,0.07,0.9975519776344299,0.8291088938713074,16.018442153930664,0.9958311915397644,0.8243061304092407,16.011259078979492,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,projector,5,0.2667,2667,10000,256,50000,10000,0.07,0.9975519776344299,0.8291088938713074,16.018442153930664,0.9958311915397644,0.8243061304092407,16.011259078979492,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,projector,10,0.2812,2812,10000,256,50000,10000,0.07,0.9975519776344299,0.8291088938713074,16.018442153930664,0.9958311915397644,0.8243061304092407,16.011259078979492,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,projector,20,0.3015,3015,10000,256,50000,10000,0.07,0.9975519776344299,0.8291088938713074,16.018442153930664,0.9958311915397644,0.8243061304092407,16.011259078979492,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,projector,50,0.3205,3205,10000,256,50000,10000,0.07,0.9975519776344299,0.8291088938713074,16.018442153930664,0.9958311915397644,0.8243061304092407,16.011259078979492,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,projector,100,0.3255,3255,10000,256,50000,10000,0.07,0.9975519776344299,0.8291088938713074,16.018442153930664,0.9958311915397644,0.8243061304092407,16.011259078979492,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,predictor,1,0.2532,2532,10000,256,50000,10000,0.07,0.6463717818260193,0.4304672181606293,10.336954116821289,0.6460895538330078,0.43026667833328247,10.341705322265625,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,predictor,5,0.2883,2883,10000,256,50000,10000,0.07,0.6463717818260193,0.4304672181606293,10.336954116821289,0.6460895538330078,0.43026667833328247,10.341705322265625,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,predictor,10,0.3081,3081,10000,256,50000,10000,0.07,0.6463717818260193,0.4304672181606293,10.336954116821289,0.6460895538330078,0.43026667833328247,10.341705322265625,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,predictor,20,0.3212,3212,10000,256,50000,10000,0.07,0.6463717818260193,0.4304672181606293,10.336954116821289,0.6460895538330078,0.43026667833328247,10.341705322265625,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,predictor,50,0.3281,3281,10000,256,50000,10000,0.07,0.6463717818260193,0.4304672181606293,10.336954116821289,0.6460895538330078,0.43026667833328247,10.341705322265625,0.7704661846160888
vit_tiny_cifar,experiments/experiment-c10-vit-lejepa-light-config/checkpoints/vit_lejepa_backbone_best.pt,predictor,100,0.3352,3352,10000,256,50000,10000,0.07,0.6463717818260193,0.4304672181606293,10.336954116821289,0.6460895538330078,0.43026667833328247,10.341705322265625,0.7704661846160888
